t	step.n	cyc.n	I	E	Q.c	Q.d	step.t	En.d	En.c	Q.c.err	Q.d.err
528	228143.17535086	4	5	0.000443469791207463	2.4644079208374	952.470661191786	928.502436586429	21650.3139652221	1993.08015016214	2176.3775827725	15.3075641977251	14.9223605879962
529	228151.255992277	4	5	0.000443434837507084	2.46962380409241	952.826149530357	928.502436586429	21658.3946066394	1993.08015016214	2177.25442572107	15.3132774031665	14.9223605879962
530	228158.244684494	4	5	0.000443469791207463	2.47483968734741	953.133600993214	928.502436586429	21665.3832985546	1993.08015016214	2178.01439929857	15.3182185873909	14.9223605879962
531	228164.234914661	4	5	0.000443434837507084	2.48005557060242	953.397128668929	928.502436586429	21671.3735284201	1993.08015016214	2178.66721193214	15.3224538536078	14.9223605879962
532	228169.663741071	4	5	0.000443434837507084	2.48527145385742	953.635956589286	928.502436586429	21676.8023551316	1993.08015016214	2179.26010445321	15.3262921594707	14.9223605879962
533	228174.249968462	4	5	0.000443469791207463	2.49048733711243	953.837716539643	928.502436586429	21681.3885822212	1993.08015016214	2179.76201506536	15.3295347301014	14.9223605879962
534	228178.649041346	4	5	0.000443469791207463	2.49570322036743	954.031244111786	928.502436586429	21685.7876554062	1993.08015016214	2180.24444129321	15.3326449946537	14.9223605879962
535	228182.611445933	4	5	0.000443469791207463	2.50091910362244	954.205562282857	928.502436586429	21689.7500599936	1993.08015016214	2180.67988966821	15.3354465366888	14.9223605879962
536	228186.480182559	4	5	0.000443469791207463	2.50613498687744	954.375759203214	928.502436586429	21693.6187966196	1993.08015016214	2181.10592897286	15.3381818443374	14.9223605879962
537	228190.005630881	4	5	0.000443504744907841	2.51135087013245	954.5308545025	928.502436586429	21697.1442449419	1993.08015016214	2181.49497602571	15.3406744473616	14.9223605879962
538	228193.500063622	4	5	0.000443434837507084	2.51656675338745	954.6845822925	928.502436586429	21700.6386776828	1993.08015016214	2181.88135436607	15.343145072558	14.9223605879962
539	228197.087989249	4	5	0.000443434837507084	2.52178239822388	954.842423630357	928.502436586429	21704.2266033094	1993.08015016214	2182.27895898536	15.345681808345	14.9223605879962
540	228200.239160853	4	5	0.000443504744907841	2.52730512619019	954.981051479286	928.502436586429	21707.3777749135	1993.08015016214	2182.62890201607	15.3479097559171	14.9223605879962
541	228203.60859914	4	5	0.000443469791207463	2.53252100944519	955.129282558572	928.502436586429	21710.7472128991	1993.08015016214	2183.00386470679	15.3502920411199	14.9223605879962
542	228206.728659173	4	5	0.000443434837507084	2.5377368927002	955.266541384286	928.502436586429	21713.867272932	1993.08015016214	2183.35179752286	15.3524979865332	14.9223605879962
543	228210.035785875	4	5	0.000443469791207463	2.5429527759552	955.412029033214	928.502436586429	21717.1743999353	1993.08015016214	2183.72135074536	15.3548361808909	14.9223605879962
544	228213.249276309	4	5	0.000443434837507084	2.54816865921021	955.553398979643	928.502436586429	21720.38789037	1993.08015016214	2184.08119715357	15.3571081978871	14.9223605879962
545	228216.462895938	4	5	0.000443434837507084	2.55338454246521	955.694774436429	928.502436586429	21723.6015096966	1993.08015016214	2184.44178404107	15.3593803034426	14.9223605879962
546	228219.957288834	4	5	0.000443399883806705	2.55860042572021	955.848501947857	928.502436586429	21727.0959028945	1993.08015016214	2184.83469588893	15.361850924162	14.9223605879962
547	228223.264331016	4	5	0.000443469791207463	2.56381630897522	955.993985486786	928.502436586429	21730.4029450766	1993.08015016214	2185.20729037821	15.3641890524662	14.9223605879962
548	228226.727490995	4	5	0.000443434837507084	2.56903219223022	956.146339217857	928.502436586429	21733.8661050557	1993.08015016214	2185.59826183321	15.3666375945727	14.9223605879962
549	228230.440216077	4	5	0.000443469791207463	2.57424807548523	956.309671055357	928.502436586429	21737.5788301375	1993.08015016214	2186.01824705357	15.3692625705325	14.9223605879962
550	228234.184126383	4	5	0.000443469791207463	2.57977056503296	956.474376577857	928.502436586429	21741.3227407451	1993.08015016214	2186.44263239821	15.3719096235727	14.9223605879962
551	228238.39610694	4	5	0.000443469791207463	2.58498644828796	956.659673643214	928.502436586429	21745.5347210001	1993.08015016214	2186.92106462571	15.3748876121231	14.9223605879962
552	228242.607996034	4	5	0.000443469791207463	2.59020233154297	956.844966577857	928.502436586429	21749.7466097932	1993.08015016214	2187.40051075464	15.377865534287	14.9223605879962
